InvoiceNo,CustomerID,InvoiceDate,order_gmv,items,period
551392,13229,2011-04-28 12:07:00,160.95,63,pre
551393,14973,2011-04-28 12:22:00,654.6,51,pre
551395,14271,2011-04-28 12:47:00,112.32000000000001,88,pre
551396,17720,2011-04-28 12:49:00,430.38,178,pre
551397,15952,2011-04-28 12:55:00,232.65,123,pre
551398,12417,2011-04-28 13:09:00,436.3,267,pre
551399,17874,2011-04-28 13:17:00,371.29,123,pre
551400,17160,2011-04-28 13:18:00,593.16,382,pre
551401,17874,2011-04-28 13:23:00,6.0,4,pre
551412,15508,2011-04-28 13:31:00,207.05,111,pre
551413,16227,2011-04-28 13:33:00,314.22,90,pre
551414,15622,2011-04-28 13:35:00,1537.2,867,pre
551415,15622,2011-04-28 13:36:00,78.6,24,pre
551416,17874,2011-04-28 13:39:00,23.8,4,pre
551417,15632,2011-04-28 13:41:00,547.27,333,pre
551418,17893,2011-04-28 13:50:00,112.25,161,pre
551419,12748,2011-04-28 13:51:00,400.0,1,pre
551420,17068,2011-04-28 14:00:00,385.5,154,pre
551421,14077,2011-04-28 14:04:00,82.5,20,pre
551424,12748,2011-04-28 14:34:00,16.95,1,pre
551426,14022,2011-04-28 14:39:00,440.0,487,pre
551427,14735,2011-04-28 14:56:00,142.52,36,pre
551428,13499,2011-04-28 14:59:00,305.56,144,pre
551436,16904,2011-04-28 15:13:00,222.47,64,pre
551437,13725,2011-04-28 15:13:00,152.79999999999998,76,pre
551438,13408,2011-04-28 15:23:00,453.2,588,pre
551439,14758,2011-04-28 15:26:00,327.71999999999997,102,pre
551440,15311,2011-04-28 15:29:00,173.43,86,pre
551445,17991,2011-04-28 15:58:00,87.45,23,pre
551462,15210,2011-04-28 16:11:00,331.18,228,pre
551467,12600,2011-04-28 16:20:00,286.88,85,pre
551469,18037,2011-04-28 16:23:00,15.27,6,pre
551470,16782,2011-04-28 16:39:00,112.96000000000001,44,pre
551471,16370,2011-04-28 16:40:00,275.54,169,pre
551501,16422,2011-04-28 16:53:00,354.72,344,pre
551507,18272,2011-04-28 18:11:00,340.72,276,pre
551514,17874,2011-04-28 19:53:00,94.45,20,pre
551515,15606,2011-05-01 10:51:00,320.88,104,pre
551516,14800,2011-05-01 11:10:00,800.01,462,pre
551517,16931,2011-05-01 11:14:00,204.24,136,pre
551518,15708,2011-05-01 11:36:00,443.85,146,pre
551519,14304,2011-05-01 11:50:00,383.45,139,pre
551520,13301,2011-05-01 11:55:00,153.86,94,pre
551523,16634,2011-05-01 12:09:00,53.1,18,pre
551524,16401,2011-05-01 12:35:00,477.09,431,pre
551525,14667,2011-05-01 12:37:00,439.85,274,pre
551527,14395,2011-05-01 12:41:00,388.21000000000004,149,pre
551528,12841,2011-05-01 12:54:00,116.09,47,pre
551529,12524,2011-05-01 13:18:00,1094.33,647,pre
551530,12748,2011-05-01 13:26:00,2.1,1,pre
551531,15376,2011-05-01 13:45:00,654.17,375,pre
551532,16554,2011-05-01 14:17:00,313.26,128,pre
551533,15407,2011-05-01 14:58:00,164.86,77,pre
551534,14655,2011-05-01 14:59:00,810.56,522,pre
551535,17615,2011-05-01 15:33:00,153.75,69,pre
551539,12598,2011-05-03 08:40:00,528.88,368,pre
551542,14732,2011-05-03 09:05:00,306.5,156,pre
551543,16055,2011-05-03 09:26:00,134.8,22,pre
551544,12683,2011-05-03 09:33:00,692.84,354,pre
551545,12683,2011-05-03 09:34:00,24.900000000000002,6,pre
551546,18062,2011-05-03 09:34:00,316.12,172,pre
551548,14149,2011-05-03 09:44:00,446.62,218,pre
551549,17501,2011-05-03 09:46:00,248.25,151,pre
551550,17501,2011-05-03 09:47:00,40.35,9,pre
551552,12598,2011-05-03 10:09:00,36.0,2,pre
551555,17315,2011-05-03 10:25:00,108.87,125,pre
551556,14191,2011-05-03 10:30:00,150.32,113,pre
551558,17841,2011-05-03 10:41:00,327.71,152,pre
551559,16133,2011-05-03 10:42:00,612.16,422,pre
551560,16133,2011-05-03 10:43:00,820.74,402,pre
551561,17422,2011-05-03 10:49:00,306.82,128,pre
551562,13026,2011-05-03 10:51:00,159.35999999999999,192,pre
551563,16210,2011-05-03 10:55:00,1102.8600000000001,374,pre
551564,16609,2011-05-03 10:56:00,534.65,226,pre
551566,13113,2011-05-03 11:11:00,609.5,133,pre
551576,17857,2011-05-03 11:19:00,21.599999999999998,60,pre
551584,15620,2011-05-03 11:22:00,450.52,205,pre
551595,12891,2011-05-03 11:33:00,204.00000000000003,600,pre
551599,15696,2011-05-03 11:34:00,312.49,87,pre
551603,16745,2011-05-03 11:34:00,467.70000000000005,237,pre
551616,15048,2011-05-03 11:40:00,157.75,90,pre
551617,16013,2011-05-03 11:41:00,489.59999999999997,192,pre
551618,16013,2011-05-03 11:42:00,626.1,158,pre
551623,12843,2011-05-03 11:44:00,214.15,99,pre
551647,13089,2011-05-03 11:59:00,62.28,36,pre
551649,12643,2011-05-03 12:02:00,202.48000000000002,122,pre
551650,13089,2011-05-03 12:02:00,1110.72,616,pre
551651,14800,2011-05-03 12:03:00,8.5,10,pre
551652,12643,2011-05-03 12:03:00,338.24,194,pre
551653,13282,2011-05-03 12:03:00,344.7,84,pre
551654,16837,2011-05-03 12:04:00,195.1,18,pre
551655,17757,2011-05-03 12:07:00,115.95,79,pre
551656,14911,2011-05-03 12:10:00,619.2,297,pre
551657,14911,2011-05-03 12:12:00,545.01,235,pre
551658,16746,2011-05-03 12:13:00,481.64,307,pre
551660,15271,2011-05-03 12:16:00,106.66,54,pre
551661,15656,2011-05-03 12:17:00,63.91,11,pre
551662,16210,2011-05-03 12:24:00,311.13,123,pre
551665,17442,2011-05-03 12:35:00,374.0,230,pre
551686,13668,2011-05-03 12:53:00,478.51,338,pre
551687,14135,2011-05-03 13:22:00,309.35,468,pre
551688,14107,2011-05-03 13:31:00,299.81,179,pre
551693,15582,2011-05-03 13:36:00,303.61,255,pre
551696,14110,2011-05-03 13:39:00,797.26,402,pre
551697,16029,2011-05-03 13:46:00,8142.75,1,pre
551698,13694,2011-05-03 13:52:00,1132.95,645,pre
551702,13014,2011-05-03 14:16:00,494.85,135,pre
551713,16230,2011-05-03 15:12:00,275.93,195,pre
551714,16806,2011-05-03 15:15:00,173.08,80,pre
551715,13102,2011-05-03 15:23:00,337.38,203,pre
551717,13263,2011-05-03 15:59:00,257.86,129,pre
551720,18146,2011-05-03 16:35:00,76.65,27,pre
551721,14711,2011-05-03 16:49:00,288.75,95,pre
551724,15976,2011-05-03 17:12:00,209.99,125,pre
551725,13798,2011-05-04 08:15:00,565.0,260,pre
551726,13798,2011-05-04 08:17:00,593.52,288,pre
551727,14245,2011-05-04 08:40:00,688.35,345,pre
551728,12720,2011-05-04 08:51:00,133.6,110,pre
551729,12720,2011-05-04 08:52:00,20.8,10,pre
551730,16539,2011-05-04 09:52:00,306.36,66,pre
551731,14307,2011-05-04 09:57:00,424.42,311,pre
551733,13012,2011-05-04 10:15:00,313.62,146,pre
551734,18178,2011-05-04 10:15:00,465.99,409,pre
551736,17443,2011-05-04 10:47:00,534.24,504,pre
551739,18118,2011-05-04 10:58:00,141.94,69,pre
551747,14298,2011-05-04 11:00:00,2805.2799999999997,4760,pre
551774,14606,2011-05-04 11:12:00,109.38,50,pre
551775,12886,2011-05-04 11:21:00,775.0,416,pre
551776,13268,2011-05-04 11:23:00,250.04,226,pre
551791,13220,2011-05-04 11:26:00,476.29,96,pre
551809,17511,2011-05-04 11:32:00,3566.1400000000003,1498,pre
551810,15719,2011-05-04 11:32:00,231.27,123,pre
551811,15039,2011-05-04 11:37:00,756.73,249,pre
551812,15527,2011-05-04 11:39:00,319.74,182,pre
551813,18065,2011-05-04 11:43:00,224.78,70,pre
551814,18065,2011-05-04 11:45:00,95.8,34,pre
551815,18065,2011-05-04 11:46:00,77.1,34,pre
551816,15906,2011-05-04 11:50:00,271.83,117,pre
551817,17974,2011-05-04 11:50:00,172.77,87,pre
551818,12569,2011-05-04 11:57:00,238.74,146,pre
551819,14739,2011-05-04 11:58:00,364.18,374,pre
551820,12645,2011-05-04 12:11:00,429.6,240,pre
551821,16942,2011-05-04 12:20:00,270.02,101,pre
551822,13524,2011-05-04 12:26:00,159.2,100,pre
551823,17955,2011-05-04 12:29:00,261.95,46,pre
551824,15128,2011-05-04 12:32:00,483.7,360,pre
551825,16942,2011-05-04 12:32:00,22.9,4,pre
551826,17955,2011-05-04 12:33:00,8.4,20,pre
551832,15987,2011-05-04 13:11:00,9.36,24,pre
551833,16779,2011-05-04 13:12:00,500.09,324,pre
551834,16610,2011-05-04 13:13:00,75.66,66,pre
551835,17646,2011-05-04 13:17:00,411.54,128,pre
551836,17394,2011-05-04 13:22:00,203.86999999999998,241,pre
551839,15311,2011-05-04 13:34:00,453.02,176,pre
551840,15144,2011-05-04 13:36:00,1030.7,302,pre
551842,16678,2011-05-04 13:52:00,223.22,186,pre
551843,16094,2011-05-04 13:57:00,252.1,164,pre
551844,14173,2011-05-04 14:03:00,114.04,40,pre
551845,17961,2011-05-04 14:03:00,17.14,10,pre
551846,13047,2011-05-04 14:11:00,419.0,176,pre
551849,16258,2011-05-04 14:33:00,1032.46,372,pre
551850,13731,2011-05-04 14:33:00,302.47,112,pre
551851,17511,2011-05-04 14:43:00,997.5,200,pre
551852,14948,2011-05-04 14:52:00,278.40000000000003,72,pre
551854,13576,2011-05-04 14:55:00,302.88,80,pre
551855,12836,2011-05-04 15:08:00,814.71,443,pre
551856,15027,2011-05-04 15:25:00,312.71999999999997,264,pre
551857,13037,2011-05-04 15:33:00,326.9,136,pre
551858,18041,2011-05-04 15:33:00,128.01,98,pre
551859,14336,2011-05-04 15:37:00,230.03,301,pre
551860,15508,2011-05-04 15:41:00,110.64,32,pre
551862,17384,2011-05-04 16:07:00,227.65,43,pre
551868,12540,2011-05-04 16:29:00,1380.11,747,pre
551869,16767,2011-05-04 16:36:00,418.2,537,pre
551870,17811,2011-05-04 16:51:00,194.3,132,pre
551872,12955,2011-05-04 17:19:00,206.6,124,pre
551874,16422,2011-05-05 07:37:00,385.14,222,pre
551875,17061,2011-05-05 08:16:00,484.12000000000006,196,pre
551876,14867,2011-05-05 08:18:00,313.4,136,pre
551877,16990,2011-05-05 08:30:00,179.0,100,pre
551878,15129,2011-05-05 08:32:00,119.7,30,pre
551879,13831,2011-05-05 08:33:00,311.29999999999995,78,pre
551880,17374,2011-05-05 09:05:00,303.82,56,pre
551881,13784,2011-05-05 09:11:00,346.08,556,pre
551882,13873,2011-05-05 09:13:00,108.95,37,pre
551883,13762,2011-05-05 09:15:00,306.72,272,pre
551884,16109,2011-05-05 09:17:00,296.88,528,pre
551885,16700,2011-05-05 09:18:00,378.24,447,pre
551886,12569,2011-05-05 09:23:00,129.18,49,pre
551887,12593,2011-05-05 09:29:00,236.0,100,pre
551888,15304,2011-05-05 09:29:00,51.0,4,pre
551889,18198,2011-05-05 09:34:00,306.72,248,pre
551890,14340,2011-05-05 09:44:00,134.7,58,pre
551891,17429,2011-05-05 09:53:00,186.86,256,pre
551893,17675,2011-05-05 10:07:00,464.3,222,pre
551894,12971,2011-05-05 10:20:00,64.95000000000002,39,pre
551895,12877,2011-05-05 10:22:00,89.4,28,pre
551896,13711,2011-05-05 10:29:00,170.96,122,pre
551897,13711,2011-05-05 10:31:00,81.10000000000001,18,pre
551902,17512,2011-05-05 10:49:00,99.6,168,pre
551907,16027,2011-05-05 10:51:00,116.95,149,pre
551944,14553,2011-05-05 11:08:00,110.38,51,pre
551945,16714,2011-05-05 11:09:00,15.0,1,pre
551946,18229,2011-05-05 11:18:00,307.0,44,pre
551950,14911,2011-05-05 11:38:00,366.86,193,pre
551951,18094,2011-05-05 11:46:00,633.0,1200,pre
551952,15838,2011-05-05 11:47:00,494.7,194,pre
551953,13448,2011-05-05 11:53:00,593.72,388,pre
551954,14515,2011-05-05 12:13:00,425.4,177,pre
551955,13199,2011-05-05 12:22:00,321.48,420,pre
551956,15021,2011-05-05 12:22:00,277.97,110,pre
551957,16949,2011-05-05 12:24:00,303.54,66,pre
551958,13883,2011-05-05 12:37:00,263.24,200,pre
551959,13883,2011-05-05 12:38:00,112.63,55,pre
551960,18239,2011-05-05 12:38:00,466.71,197,pre
551961,13883,2011-05-05 12:39:00,386.5,192,pre
551962,17955,2011-05-05 12:40:00,123.75,15,pre
551963,13266,2011-05-05 12:52:00,305.9,258,pre
551966,15356,2011-05-05 13:14:00,369.95,225,pre
551967,16457,2011-05-05 13:19:00,208.36,140,pre
551976,15061,2011-05-05 13:29:00,809.4,232,pre
551977,15061,2011-05-05 13:34:00,225.60000000000002,124,pre
551978,17527,2011-05-05 13:43:00,292.11,57,pre
551979,14199,2011-05-05 13:44:00,185.39999999999998,28,pre
551980,17849,2011-05-05 13:46:00,109.25,35,pre
551981,13694,2011-05-05 13:53:00,897.5999999999999,352,pre
551982,15023,2011-05-05 13:56:00,1051.99,631,pre
551983,17735,2011-05-05 14:32:00,562.29,335,pre
551984,15841,2011-05-05 14:37:00,281.65999999999997,234,pre
551985,12395,2011-05-05 14:38:00,149.97,72,pre
551986,13888,2011-05-05 14:41:00,239.52,78,pre
551987,15005,2011-05-05 14:55:00,250.47,152,pre
551988,12576,2011-05-05 15:08:00,154.8,116,pre
551989,14423,2011-05-05 15:12:00,265.2,120,pre
551990,15759,2011-05-05 15:13:00,68.0,8,pre
551991,14697,2011-05-05 15:29:00,89.39999999999999,74,pre
551992,12747,2011-05-05 15:31:00,442.96000000000004,116,pre
551993,14697,2011-05-05 15:39:00,99.21,107,pre
551994,12868,2011-05-05 15:42:00,437.52000000000004,276,pre
551996,16628,2011-05-05 15:44:00,352.26,192,pre
551998,14099,2011-05-05 15:48:00,258.6,235,pre
552004,17522,2011-05-05 16:31:00,147.44,120,pre
552005,15491,2011-05-05 16:34:00,622.47,376,pre
552007,13269,2011-05-05 16:56:00,310.78,188,pre
552008,12476,2011-05-05 17:13:00,311.2,20,pre
552010,14713,2011-05-05 17:26:00,292.42,196,pre
552011,13867,2011-05-05 17:28:00,138.85,31,pre
552013,12451,2011-05-05 17:34:00,2388.31,1771,pre
552018,16817,2011-05-05 17:42:00,217.8,72,pre
552023,17624,2011-05-05 17:59:00,400.3,312,pre
552025,13969,2011-05-05 18:04:00,378.95,233,pre
552026,17940,2011-05-05 18:06:00,108.0,432,pre
552028,13969,2011-05-05 18:09:00,64.06,37,pre
552032,14393,2011-05-05 18:16:00,67.95,13,pre
552033,14776,2011-05-05 18:36:00,214.56,236,pre
552034,17578,2011-05-05 18:38:00,143.45999999999998,138,pre
552036,12748,2011-05-05 19:16:00,211.15,81,pre
552037,13450,2011-05-05 19:48:00,240.6,156,pre
552038,14156,2011-05-06 08:08:00,3869.1800000000003,1694,pre
552039,13081,2011-05-06 08:10:00,4655.85,3253,pre
552040,12502,2011-05-06 08:19:00,522.6,88,pre
552041,14273,2011-05-06 08:25:00,105.9,55,pre
552042,13952,2011-05-06 09:00:00,1208.31,545,pre
552044,17423,2011-05-06 09:14:00,449.42,314,pre
552045,18241,2011-05-06 09:22:00,365.83,241,pre
552046,15235,2011-05-06 09:44:00,370.77,187,pre
552048,17809,2011-05-06 10:00:00,519.0,100,pre
552051,14796,2011-05-06 10:10:00,415.02,349,pre
552053,16153,2011-05-06 10:16:00,186.9,96,pre
552054,15062,2011-05-06 10:19:00,353.06,276,pre
552055,16353,2011-05-06 10:32:00,327.96,240,pre
552056,16353,2011-05-06 10:33:00,356.40000000000003,72,pre
552057,17504,2011-05-06 10:34:00,251.75,208,pre
552058,15218,2011-05-06 10:36:00,647.75,372,pre
552059,17470,2011-05-06 10:37:00,140.57999999999998,282,pre
552060,15668,2011-05-06 10:39:00,76.32000000000001,72,pre
552061,13001,2011-05-06 10:43:00,1264.0800000000002,696,pre
552062,13117,2011-05-06 10:45:00,95.56,122,pre
552064,15874,2011-05-06 11:05:00,118.30000000000001,36,pre
552065,16729,2011-05-06 11:20:00,190.54,88,pre
552078,16748,2011-05-06 11:26:00,300.40000000000003,160,pre
552080,16319,2011-05-06 11:27:00,404.40000000000003,72,pre
552108,17841,2011-05-06 11:36:00,289.82,152,pre
552121,15757,2011-05-06 11:40:00,261.36,167,pre
552127,17174,2011-05-06 11:47:00,59.9,41,pre
552134,14944,2011-05-06 11:50:00,550.12,272,pre
552135,14944,2011-05-06 11:51:00,19.919999999999998,24,pre
552139,14659,2011-05-06 11:55:00,162.23999999999998,86,pre
552149,13365,2011-05-06 12:00:00,700.6,404,pre
552166,13475,2011-05-06 12:21:00,371.96,308,pre
552167,18227,2011-05-06 12:23:00,93.75,21,pre
552168,13880,2011-05-06 12:28:00,226.9,142,pre
552169,17800,2011-05-06 12:44:00,115.15,55,pre
552170,16458,2011-05-06 12:53:00,216.3,122,pre
552171,14145,2011-05-06 13:01:00,1128.6,228,pre
552172,16308,2011-05-06 13:03:00,640.0,2000,pre
552174,15144,2011-05-06 13:07:00,15.600000000000001,24,pre
552176,17516,2011-05-06 13:25:00,127.38,94,pre
552179,16919,2011-05-06 13:31:00,116.49000000000001,44,pre
552180,18235,2011-05-06 13:35:00,430.46000000000004,332,pre
552181,17381,2011-05-06 13:36:00,1484.4,820,pre
552182,14180,2011-05-06 13:38:00,195.15,27,pre
552183,17604,2011-05-06 13:43:00,173.12,115,pre
552184,13741,2011-05-06 13:43:00,162.96,76,pre
552185,12921,2011-05-06 13:52:00,464.01,292,pre
552186,12921,2011-05-06 13:53:00,483.02000000000004,326,pre
552188,12394,2011-05-06 14:01:00,381.08,182,pre
552189,12748,2011-05-06 14:04:00,10.08,24,pre
552191,16832,2011-05-06 14:12:00,58.9,20,pre
552192,15258,2011-05-06 14:16:00,315.65999999999997,78,pre
552193,15114,2011-05-06 14:22:00,243.51999999999998,240,pre
552195,13089,2011-05-06 14:25:00,204.29999999999998,34,pre
552196,18078,2011-05-06 14:32:00,138.19,45,pre
552197,13743,2011-05-06 14:32:00,211.44,264,pre
552198,15552,2011-05-06 14:47:00,90.12,60,pre
552202,12414,2011-05-06 14:51:00,165.85,42,pre
552211,12709,2011-05-06 15:01:00,246.07999999999998,224,pre
552217,18170,2011-05-06 15:13:00,304.21,119,pre
552231,17364,2011-05-06 15:47:00,628.85,312,pre
552233,17068,2011-05-06 15:54:00,112.05000000000001,25,pre
552235,15194,2011-05-06 16:17:00,313.3,197,pre
552236,16525,2011-05-06 16:29:00,529.7,162,pre
552238,14403,2011-05-06 16:48:00,185.31,129,pre
552239,14056,2011-05-06 16:54:00,367.52,172,pre
552240,13723,2011-05-06 17:04:00,199.85000000000002,43,pre
552242,12748,2011-05-06 19:22:00,62.68,15,pre
552243,12748,2011-05-06 19:37:00,84.49,19,pre
552244,12748,2011-05-06 19:39:00,29.89,17,pre
552245,12748,2011-05-06 19:42:00,108.87,14,pre
552246,12748,2011-05-06 19:44:00,19.72,9,pre
552247,12748,2011-05-06 19:48:00,21.39,14,pre
552248,12748,2011-05-06 19:49:00,7.15,3,pre
552249,12748,2011-05-06 19:53:00,35.97,18,pre
552250,12748,2011-05-06 19:55:00,3.3,2,pre
552251,12748,2011-05-06 20:00:00,22.14,14,pre
552252,15227,2011-05-08 10:11:00,251.75,208,pre
552253,14201,2011-05-08 10:20:00,187.98000000000002,74,pre
552254,16168,2011-05-08 10:21:00,158.26,76,pre
552255,14005,2011-05-08 10:33:00,187.16,240,pre
552256,16621,2011-05-08 10:43:00,327.85,95,pre
552257,16923,2011-05-08 11:08:00,386.72,204,pre
552259,15796,2011-05-08 11:13:00,253.47,92,pre
552260,17002,2011-05-08 11:21:00,480.46000000000004,156,pre
552261,16807,2011-05-08 11:34:00,280.6,168,pre
552262,14911,2011-05-08 11:37:00,862.53,446,pre
552263,15561,2011-05-08 11:38:00,265.75,51,pre
552264,14959,2011-05-08 11:38:00,243.72,204,pre
552265,14161,2011-05-08 11:41:00,564.33,187,pre
552266,13975,2011-05-08 11:41:00,282.85,117,pre
552267,15038,2011-05-08 11:49:00,117.33,21,pre
552268,14709,2011-05-08 11:49:00,426.84000000000003,290,pre
552269,16121,2011-05-08 11:52:00,287.89,142,pre
552270,16928,2011-05-08 11:56:00,105.55,49,pre
552271,13069,2011-05-08 12:00:00,150.35,58,pre
552272,13694,2011-05-08 12:13:00,1128.94,746,pre
552273,13021,2011-05-08 12:26:00,348.3,198,pre
552274,16523,2011-05-08 12:30:00,236.10000000000002,100,pre
552275,16523,2011-05-08 12:31:00,59.8,4,pre
552276,18142,2011-05-08 12:31:00,282.48,292,pre
552277,13642,2011-05-08 12:34:00,354.8,173,pre
552278,15059,2011-05-08 12:36:00,199.10999999999999,98,pre
552279,15117,2011-05-08 12:38:00,312.4,670,pre
552280,13561,2011-05-08 12:39:00,141.86,83,pre
552281,15704,2011-05-08 12:42:00,938.85,407,pre
552282,14040,2011-05-08 12:44:00,364.23,151,pre
552283,13468,2011-05-08 12:48:00,109.80000000000001,36,pre
552284,18149,2011-05-08 12:48:00,321.9,178,pre
552285,14684,2011-05-08 12:58:00,350.9,225,pre
552286,16393,2011-05-08 13:07:00,205.37,105,pre
552287,17705,2011-05-08 13:19:00,107.0,65,pre
552288,13313,2011-05-08 13:20:00,302.44,160,pre
552289,17869,2011-05-08 13:24:00,5.55,5,pre
552290,16007,2011-05-08 13:32:00,369.75,420,pre
552291,15421,2011-05-08 14:00:00,406.1,183,pre
552292,15421,2011-05-08 14:02:00,38.2,22,pre
552293,16232,2011-05-08 14:05:00,173.12,110,pre
552294,16232,2011-05-08 14:06:00,193.35,121,pre
552295,14224,2011-05-08 14:08:00,251.02,131,pre
552296,15518,2011-05-08 14:09:00,356.92,283,pre
552297,15092,2011-05-08 14:10:00,134.65,19,pre
552298,14507,2011-05-08 14:18:00,236.45999999999998,64,pre
552299,15827,2011-05-08 14:44:00,114.05,17,pre
552302,14606,2011-05-08 14:59:00,97.09,59,pre
552303,14341,2011-05-08 15:15:00,247.77,150,pre
552304,12748,2011-05-08 15:15:00,183.29999999999998,138,pre
552305,14341,2011-05-08 15:16:00,119.75,65,pre
552306,13911,2011-05-08 15:20:00,283.99,157,pre
552307,12748,2011-05-08 15:20:00,95.85,20,pre
552308,17410,2011-05-08 15:21:00,302.40000000000003,100,pre
552309,13835,2011-05-08 15:22:00,328.45,157,pre
552310,17323,2011-05-08 15:22:00,155.68,138,pre
552311,15312,2011-05-08 15:22:00,318.15999999999997,163,pre
552312,13427,2011-05-08 15:58:00,214.5,130,pre
552313,13139,2011-05-08 16:03:00,760.52,248,pre
552314,14353,2011-05-08 16:06:00,90.6,64,pre
552315,12700,2011-05-08 16:10:00,1092.43,779,pre
552316,15674,2011-05-08 16:11:00,334.71000000000004,229,pre
552318,17231,2011-05-08 16:13:00,377.36,161,pre
552319,13003,2011-05-09 08:23:00,59.050000000000004,31,pre
552320,13985,2011-05-09 08:26:00,247.79999999999998,124,pre
552321,17049,2011-05-09 09:15:00,368.26,194,pre
552322,17049,2011-05-09 09:16:00,289.0,108,pre
552323,16756,2011-05-09 09:33:00,239.4,106,pre
552324,16672,2011-05-09 09:46:00,681.5,386,pre
552325,12490,2011-05-09 09:47:00,331.5,164,pre
552326,15596,2011-05-09 10:02:00,309.19,109,pre
552327,17007,2011-05-09 10:03:00,137.95000000000002,93,pre
552328,14188,2011-05-09 10:03:00,362.9,190,pre
552329,13492,2011-05-09 10:06:00,315.3,114,pre
552330,12948,2011-05-09 10:13:00,357.3,120,pre
552332,13908,2011-05-09 10:24:00,335.11,209,pre
552333,15039,2011-05-09 10:38:00,553.35,221,pre
552336,15159,2011-05-09 11:26:00,399.15000000000003,147,pre
552337,12621,2011-05-09 11:34:00,667.11,380,pre
552340,17949,2011-05-09 12:04:00,417.0,60,pre
552341,17949,2011-05-09 12:05:00,816.0,96,pre
552342,17949,2011-05-09 12:07:00,738.0,120,pre
552353,17612,2011-05-09 12:14:00,360.29,309,pre
552357,18219,2011-05-09 12:16:00,227.62,86,pre
552358,15673,2011-05-09 12:20:00,815.78,466,pre
552364,13004,2011-05-09 12:25:00,404.2,424,pre
552365,16440,2011-05-09 12:25:00,272.46,115,pre
552371,17629,2011-05-09 12:28:00,101.17999999999999,110,pre
552372,13394,2011-05-09 12:29:00,301.15000000000003,293,pre
552376,16326,2011-05-09 12:30:00,109.05,19,pre
552404,15932,2011-05-09 12:39:00,305.02,262,pre
552410,14527,2011-05-09 12:40:00,118.49,31,pre
552418,13971,2011-05-09 12:42:00,331.7,242,pre
552441,16359,2011-05-09 12:58:00,160.65,83,pre
552442,14667,2011-05-09 13:03:00,342.78000000000003,102,pre
552444,17634,2011-05-09 13:10:00,172.18,63,pre
552445,16839,2011-05-09 13:27:00,667.61,351,pre
552446,16729,2011-05-09 13:28:00,351.83,285,pre
552447,16729,2011-05-09 13:43:00,37.5,5,pre
552448,18120,2011-05-09 13:45:00,111.15,31,pre
552449,12355,2011-05-09 13:49:00,459.4,240,pre
552450,13798,2011-05-09 13:51:00,967.52,650,pre
552451,14543,2011-05-09 13:59:00,352.54,78,pre
552452,13752,2011-05-09 14:02:00,148.08,108,pre
552453,12840,2011-05-09 14:10:00,723.9,370,pre
552454,18172,2011-05-09 14:22:00,652.8,256,pre
552456,13999,2011-05-09 14:40:00,335.64,262,pre
552457,16477,2011-05-09 14:40:00,376.3,217,pre
552460,13178,2011-05-09 14:44:00,719.8000000000001,316,pre
552461,17723,2011-05-09 14:44:00,331.80000000000007,84,pre
552463,14699,2011-05-09 14:54:00,109.13000000000001,77,pre
552464,12726,2011-05-09 15:12:00,223.39999999999998,333,pre
552465,16242,2011-05-09 15:17:00,181.54,79,pre
552466,13458,2011-05-09 15:21:00,443.65999999999997,421,pre
552467,15249,2011-05-09 15:29:00,485.76,260,pre
552468,13141,2011-05-09 15:33:00,360.18,347,pre
552469,12867,2011-05-09 15:34:00,451.25,594,pre
552472,16503,2011-05-09 15:48:00,251.6,108,pre
552479,12821,2011-05-09 15:51:00,92.72,70,pre
552491,17033,2011-05-09 16:01:00,300.29999999999995,66,pre
552492,12888,2011-05-09 16:02:00,81.36,24,pre
552521,16668,2011-05-09 16:35:00,71.82,48,pre
552523,15797,2011-05-09 16:38:00,330.0,200,pre
552526,17576,2011-05-09 16:42:00,147.15,89,pre
552528,17218,2011-05-09 16:59:00,172.95,110,pre
552529,14541,2011-05-09 17:24:00,38.3,26,pre
552530,13055,2011-05-10 08:58:00,344.86,252,pre
552531,13742,2011-05-10 09:35:00,298.43,89,pre
552532,15615,2011-05-10 09:39:00,521.49,279,pre
552533,13767,2011-05-10 09:41:00,456.55,217,pre
552536,14209,2011-05-10 10:00:00,314.6,154,pre
552537,17315,2011-05-10 10:11:00,111.03,146,pre
552538,13692,2011-05-10 10:11:00,14.95,1,pre
552542,16841,2011-05-10 10:20:00,319.12,232,pre
552543,12399,2011-05-10 10:22:00,480.90000000000003,494,pre
552544,13320,2011-05-10 10:29:00,319.81,320,pre
552545,13320,2011-05-10 10:30:00,188.8,106,pre
552547,13098,2011-05-10 10:34:00,1077.4,590,pre
552548,16357,2011-05-10 10:35:00,137.9,22,pre
552549,15674,2011-05-10 10:39:00,334.71,1,pre
552550,13881,2011-05-10 10:43:00,1560.3400000000001,1006,pre
552551,15433,2011-05-10 10:45:00,160.66,118,pre
552554,12843,2011-05-10 11:04:00,319.51,152,pre
552555,18242,2011-05-10 11:20:00,314.26,118,pre
552557,16696,2011-05-10 11:31:00,404.70000000000005,90,pre
552558,14766,2011-05-10 11:33:00,357.15000000000003,203,pre
552559,15865,2011-05-10 11:44:00,313.93,178,pre
552560,17581,2011-05-10 11:48:00,791.33,364,pre
552561,17581,2011-05-10 11:49:00,44.550000000000004,9,pre
552562,17581,2011-05-10 11:50:00,323.7,158,pre
552563,17597,2011-05-10 11:54:00,2044.3700000000001,1176,pre
